InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account,ScenarioID,LegalEntityID,ScenarioCurrency,CurrencyScope,ReportingTimezone,EvidenceType,AuthenticSourcePath,AuthenticSourceSHA256,AuthenticSourceRowNumber,GenerationPolicyVersion
INV20260500215,JV20260500215,SO20260500215,2026-05-09,DN-HC,NV004,Ví điện tử,TV-91B89E,TV,"TCL 50""",Toshiba,2,31813056,0.11,56627239,0.08,4530179,61157418,27475000,54950000,1677239,0.0296,61157418,56627239,4530179,54950000,54950000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,216,1.0.0
INV20260500216,JV20260500216,SO20260500216,2026-05-01,CT-NK,NV010,Thẻ,TV-751610,TV,"TCL 50""",Daikin,2,16004595,0.14,27527903,0.08,2202232,29730135,12680000,25360000,2167903,0.0788,29730135,27527903,2202232,25360000,25360000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,217,1.0.0
INV20260500217,JV20260500217,SO20260500217,2026-05-16,HCM-TB,NV005,Tiền mặt,WM-3E2B9E,Máy giặt,Toshiba 9kg,Cuckoo,2,12673177,0.15,21544400,0.08,1723552,23267952,9620000,19240000,2304400,0.107,23267952,21544400,1723552,19240000,19240000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,218,1.0.0
INV20260500218,JV20260500218,SO20260500218,2026-05-11,BD-TDM,NV016,Thẻ,TV-6CC437,TV,"TCL 50""",Samsung,1,9341239,0.06,8780764,0.08,702461,9483225,7293000,7293000,1487764,0.1694,9483225,8780764,702461,7293000,7293000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,219,1.0.0
INV20260500219,JV20260500219,SO20260500219,2026-05-21,HN-HBT,NV026,Thẻ,FN-05A833,Quạt,Asia,Aqua,2,1893505,0.12,3332568,0.08,266605,3599173,1359000,2718000,614568,0.1844,3599173,3332568,266605,2718000,2718000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,220,1.0.0
INV20260500220,JV20260500220,SO20260500220,2026-05-30,HN-HBT,NV017,Ví điện tử,RC-DF1FB9,Nồi cơm,Sunhouse 1.2L,Sunhouse,2,3727738,0.13,6486264,0.08,518901,7005165,2360000,4720000,1766264,0.2723,7005165,6486264,518901,4720000,4720000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,221,1.0.0
INV20260500221,JV20260500221,SO20260500221,2026-05-02,HN-CG,NV001,Ví điện tử,RC-5D6078,Nồi cơm,Cuckoo 1.8L,Sunhouse,1,3756146,0.17,3117601,0.08,249408,3367009,2723000,2723000,394601,0.1266,3367009,3117601,249408,2723000,2723000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,222,1.0.0
INV20260500222,JV20260500222,SO20260500222,2026-05-07,HCM-TB,NV009,Tiền mặt,RF-FA61AD,Tủ lạnh,Panasonic 300L,Samsung,1,8447243,0.09,7686991,0.08,614959,8301950,6479000,6479000,1207991,0.1571,8301950,7686991,614959,6479000,6479000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,223,1.0.0
INV20260500223,JV20260500223,SO20260500223,2026-05-18,CT-NK,NV017,Trả góp,RC-E5BE41,Nồi cơm,Sharp 1.8L,Casper,2,919479,0.06,1728620,0.08,138289,1866909,607000,1214000,514620,0.2977,1866909,1728620,138289,1214000,1214000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,224,1.0.0
INV20260500224,JV20260500224,SO20260500224,2026-05-11,HN-CG,NV021,Chuyển khoản,WM-5ED0A1,Máy giặt,Samsung 10kg,Cuckoo,3,13897191,0.08,38356247,0.08,3068499,41424746,11394000,34182000,4174247,0.1088,41424746,38356247,3068499,34182000,34182000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,225,1.0.0
INV20260500225,JV20260500225,SO20260500225,2026-05-23,HCM-Q1,NV017,Trả góp,RC-443576,Nồi cơm,Sharp 1.8L,Asia,1,2399018,0.0,2399018,0.08,191921,2590939,1602000,1602000,797018,0.3322,2590939,2399018,191921,1602000,1602000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,226,1.0.0
INV20260500226,JV20260500226,SO20260500226,2026-05-17,BD-TDM,NV027,Tiền mặt,KT-63AE81,Ấm siêu tốc,Kangaroo,Daikin,3,1306830,0.18,3214801,0.08,257184,3471985,789000,2367000,847801,0.2637,3471985,3214801,257184,2367000,2367000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,227,1.0.0
INV20260500227,JV20260500227,SO20260500227,2026-05-12,DN-HC,NV026,Ví điện tử,VC-354E06,Máy hút bụi,Dyson V8,Senko,2,9567652,0.03,18561244,0.08,1484899,20046143,5906000,11812000,6749244,0.3636,20046143,18561244,1484899,11812000,11812000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,228,1.0.0
INV20260500228,JV20260500228,SO20260500228,2026-05-10,DN-HC,NV027,Tiền mặt,VC-AA028D,Máy hút bụi,Xiaomi G10,Daikin,2,10611363,0.1,19100453,0.08,1528036,20628489,7794000,15588000,3512453,0.1839,20628489,19100453,1528036,15588000,15588000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,229,1.0.0
INV20260500229,JV20260500229,SO20260500229,2026-05-23,DN-HC,NV016,Chuyển khoản,WM-255403,Máy giặt,LG 9kg,Daikin,1,7680131,0.15,6528111,0.08,522248,7050359,6015000,6015000,513111,0.0786,7050359,6528111,522248,6015000,6015000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,230,1.0.0
INV20260500230,JV20260500230,SO20260500230,2026-05-01,DN-HC,NV007,Thẻ,AC-E8C723,Máy lạnh,Casper 1HP,Mitsubishi,2,7739377,0.12,13621303,0.08,1089704,14711007,5456000,10912000,2709303,0.1989,14711007,13621303,1089704,10912000,10912000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,231,1.0.0
INV20260500231,JV20260500231,SO20260500231,2026-05-25,HN-HBT,NV011,Thẻ,FN-166747,Quạt,Senko,LG,2,649755,0.02,1273519,0.08,101881,1375400,376000,752000,521519,0.4095,1375400,1273519,101881,752000,752000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,232,1.0.0
INV20260500232,JV20260500232,SO20260500232,2026-05-05,HCM-Q1,NV007,Ví điện tử,RF-6FD99B,Tủ lạnh,Panasonic 300L,Casper,3,17246863,0.14,44496906,0.08,3559752,48056658,13438000,40314000,4182906,0.094,48056658,44496906,3559752,40314000,40314000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,233,1.0.0
INV20260500233,JV20260500233,SO20260500233,2026-05-24,HCM-Q1,NV022,Thẻ,FN-FF4EE8,Quạt,Panasonic,Sunhouse,2,2038366,0.15,3465222,0.08,277217,3742439,1214000,2428000,1037222,0.2993,3742439,3465222,277217,2428000,2428000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,234,1.0.0
INV20260500234,JV20260500234,SO20260500234,2026-05-07,HN-CG,NV010,Chuyển khoản,MW-F2FBBA,Lò vi sóng,Panasonic 25L,Sunhouse,3,2838233,0.04,8174111,0.08,653928,8828039,2033000,6099000,2075111,0.2539,8828039,8174111,653928,6099000,6099000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,235,1.0.0
INV20260500235,JV20260500235,SO20260500235,2026-05-05,CT-NK,NV017,Tiền mặt,TV-E47777,TV,LG OLED 48,Asia,1,34091548,0.02,33409717,0.08,2672777,36082494,26350000,26350000,7059717,0.2113,36082494,33409717,2672777,26350000,26350000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,236,1.0.0
INV20260500236,JV20260500236,SO20260500236,2026-05-23,DN-HC,NV001,Thẻ,RC-C8DD6A,Nồi cơm,Panasonic 1.8L,LG,1,1181162,0.07,1098480,0.08,87878,1186358,789000,789000,309480,0.2817,1186358,1098480,87878,789000,789000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,237,1.0.0
INV20260500237,JV20260500237,SO20260500237,2026-05-04,HCM-TB,NV025,Ví điện tử,RC-7580B4,Nồi cơm,Panasonic 1.8L,Panasonic,2,3626919,0.15,6165762,0.08,493260,6659022,2254000,4508000,1657762,0.2689,6659022,6165762,493260,4508000,4508000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,238,1.0.0
INV20260500238,JV20260500238,SO20260500238,2026-05-20,HN-HBT,NV008,Chuyển khoản,BL-8778AF,Máy xay,Philips Blender,Mitsubishi,3,469347,0.2,1126432,0.08,90114,1216546,335000,1005000,121432,0.1078,1216546,1126432,90114,1005000,1005000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,239,1.0.0
INV20260500239,JV20260500239,SO20260500239,2026-05-22,HCM-Q7,NV028,Trả góp,FN-A7C1D9,Quạt,Asia,LG,2,1606554,0.13,2795403,0.08,223632,3019035,1051000,2102000,693403,0.2481,3019035,2795403,223632,2102000,2102000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,240,1.0.0
INV20260500240,JV20260500240,SO20260500240,2026-05-08,BD-TDM,NV016,Ví điện tử,VC-9C3BA7,Máy hút bụi,Xiaomi G10,Xiaomi,3,1949308,0.18,4795297,0.08,383623,5178920,1330000,3990000,805297,0.1679,5178920,4795297,383623,3990000,3990000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,241,1.0.0
INV20260500241,JV20260500241,SO20260500241,2026-05-08,HN-HBT,NV005,Ví điện tử,WM-758BD9,Máy giặt,Panasonic 8.5kg,Xiaomi,3,8319814,0.04,23961064,0.08,1916885,25877949,6120000,18360000,5601064,0.2338,25877949,23961064,1916885,18360000,18360000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,242,1.0.0
INV20260500242,JV20260500242,SO20260500242,2026-05-04,HCM-Q1,NV007,Trả góp,TV-3F699A,TV,LG OLED 48,Aqua,3,26677828,0.2,64026787,0.08,5122142,69148929,21269000,63807000,219787,0.0034,69148929,64026787,5122142,63807000,63807000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,243,1.0.0
INV20260500243,JV20260500243,SO20260500243,2026-05-18,HCM-Q7,NV014,Tiền mặt,TV-BD30D1,TV,"TCL 50""",Asia,1,32187503,0.12,28325002,0.08,2266000,30591002,26532000,26532000,1793002,0.0633,30591002,28325002,2266000,26532000,26532000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,244,1.0.0
INV20260500244,JV20260500244,SO20260500244,2026-05-29,HCM-TB,NV004,Trả góp,MW-E3450C,Lò vi sóng,Electrolux 23L,LG,3,4929396,0.07,13753014,0.08,1100241,14853255,3640000,10920000,2833014,0.206,14853255,13753014,1100241,10920000,10920000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,245,1.0.0
INV20260500245,JV20260500245,SO20260500245,2026-05-21,HCM-Q7,NV021,Tiền mặt,VC-4BDADC,Máy hút bụi,Philips FC,Electrolux,1,7119970,0.18,5838375,0.08,467070,6305445,4805000,4805000,1033375,0.177,6305445,5838375,467070,4805000,4805000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,246,1.0.0
INV20260500246,JV20260500246,SO20260500246,2026-05-16,HCM-Q1,NV016,Chuyển khoản,VC-A1C900,Máy hút bụi,Philips FC,Xiaomi,1,6026141,0.12,5303004,0.08,424240,5727244,4419000,4419000,884004,0.1667,5727244,5303004,424240,4419000,4419000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,247,1.0.0
INV20260500247,JV20260500247,SO20260500247,2026-05-07,HCM-Q7,NV006,Chuyển khoản,BL-95987D,Máy xay,Philips Blender,Asia,3,2508932,0.05,7150456,0.08,572036,7722492,1414000,4242000,2908456,0.4068,7722492,7150456,572036,4242000,4242000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,248,1.0.0
INV20260500248,JV20260500248,SO20260500248,2026-05-24,CT-NK,NV002,Tiền mặt,AC-D3705C,Máy lạnh,Daikin 1HP,LG,1,9411918,0.02,9223679,0.08,737894,9961573,7591000,7591000,1632679,0.177,9961573,9223679,737894,7591000,7591000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,249,1.0.0
INV20260500249,JV20260500249,SO20260500249,2026-05-24,HN-HBT,NV003,Thẻ,VC-AA028D,Máy hút bụi,Xiaomi G10,Daikin,2,5312554,0.02,10412605,0.08,833008,11245613,3942000,7884000,2528605,0.2428,11245613,10412605,833008,7884000,7884000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,250,1.0.0
INV20260500250,JV20260500250,SO20260500250,2026-05-12,HCM-Q1,NV018,Ví điện tử,VC-8877C5,Máy hút bụi,Philips FC,Daikin,3,7791354,0.18,19166730,0.08,1533338,20700068,5019000,15057000,4109730,0.2144,20700068,19166730,1533338,15057000,15057000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,251,1.0.0
INV20260500251,JV20260500251,SO20260500251,2026-05-08,CT-NK,NV009,Chuyển khoản,WM-016674,Máy giặt,Samsung 10kg,Sunhouse,2,12907999,0.13,22459918,0.08,1796793,24256711,9787000,19574000,2885918,0.1285,24256711,22459918,1796793,19574000,19574000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,252,1.0.0
